0.0,-0.97624856
0.0,-0.9239195
0.0,-0.9720286
0.0,-0.97432566
0.0,-0.96720946
0.0,-0.977004
0.0,-0.97742146
0.0,-0.96717906
0.0,-0.9746716
0.0,-0.96801573
0.0,-0.9769238
0.0,-0.9607532
0.0,-0.9754888
0.0,-0.9772805
0.0,-0.97290254
0.0,-0.97644347
0.0,-0.9470144
0.0,-0.9774763
0.0,-0.97510344
0.0,-0.9698231
0.0,-0.9662126
0.0,-0.97590274
0.0,-0.97693807
0.0,-0.95954245
0.0,-0.9712144
0.0,-0.9765242
0.0,-0.97701764
0.0,-0.974484
0.0,-0.97060955
0.0,-0.9679195
0.0,-0.9750097
0.0,-0.9646536
0.0,-0.9560655
0.0,-0.9688515
0.0,-0.9686808
0.0,-0.977429
0.0,-0.94074017
0.0,-0.97555006
0.0,-0.9764109
0.0,-0.9604109
0.0,-0.97722167
0.0,-0.97523934
0.0,-0.97658354
0.0,-0.9714386
0.0,-0.97280455
0.0,-0.9746141
0.0,-0.9764738
0.0,-0.9773931
0.0,-0.9763182
0.0,-0.9743255
0.0,-0.95634013
0.0,-0.96895343
0.0,-0.95003134
0.0,-0.9396466
0.0,-0.9750824
0.0,-0.9708379
0.0,-0.97073483
0.0,-0.962004
0.0,-0.97536683
0.0,-0.9773656
0.0,-0.8612729
0.0,-0.9724532
0.0,-0.96484417
0.0,-0.9768949
0.0,-0.96821755
0.0,-0.9734426
0.0,-0.97649986
0.0,-0.9756441
0.0,-0.9719746
0.0,-0.9772178
0.0,-0.9733413
0.0,-0.9731395
0.0,-0.96996015
0.0,-0.9771595
0.0,-0.97739047
0.0,-0.95741636
0.0,-0.96801716
0.0,-0.9439016
0.0,-0.9758612
0.0,-0.97679424
0.0,-0.9772932
0.0,-0.97625184
0.0,-0.9738843
0.0,-0.97691405
0.0,-0.970081
0.0,-0.9768507
0.0,-0.96890074
0.0,-0.97116935
0.0,-0.97439975
0.0,-0.87292624
0.0,-0.96524394
0.0,-0.9666306
0.0,-0.9756083
0.0,-0.96840525
0.0,-0.9719918
0.0,-0.9743422
0.0,-0.97746235
0.0,-0.9619562
0.0,-0.9693277
0.0,-0.9771816
0.0,-0.97689533
0.0,-0.9774331
0.0,-0.967431
0.0,-0.879492
0.0,-0.9445638
0.0,-0.96258014
0.0,-0.96527386
0.0,-0.4148445
0.0,-0.97748554
0.0,-0.96488464
0.0,-0.976571
0.0,-0.97613883
0.0,-0.9759365
0.0,-0.97743344
0.0,-0.96887434
0.0,-0.97741336
0.0,-0.9774947
0.0,-0.91892385
0.0,-0.3068607
0.0,-0.9768811
0.0,-0.9774412
0.0,-0.9431299
0.0,-0.9772133
0.0,-0.962972
0.0,-0.96565706
0.0,-0.9774127
0.0,-0.95970136
0.0,-0.9725643
0.0,-0.9774643
0.0,-0.9766703
0.0,-0.96185404
0.0,-0.9757564
0.0,-0.97074014
0.0,-0.9716103
0.0,-0.9772932
0.0,-0.9771348
0.0,-0.96791553
0.0,-0.9353487
0.0,-0.95710224
0.0,-0.9587614
0.0,-0.97745544
0.0,-0.96491575
0.0,-0.97165936
0.0,-0.9757708
0.0,-0.9672521
0.0,-0.97745603
0.0,-0.9732719
0.0,-0.97714704
0.0,-0.9549316
0.0,-0.97712475
0.0,-0.9561093
0.0,-0.9753517
0.0,-0.97464335
0.0,-0.9774692
0.0,-0.80419767
0.0,-0.8384615
0.0,-0.9359203
0.0,-0.97579724
0.0,-0.9739239
0.0,-0.96836305
0.0,-0.97450125
0.0,-0.96407306
0.0,-0.9697697
0.0,-0.97115254
0.0,-0.976897
0.0,-0.96520406
0.0,-0.97477216
0.0,-0.9773645
0.0,-0.8657825
0.0,-0.9719826
0.0,-0.95399535
0.0,-0.9740151
0.0,-0.9645298
0.0,-0.97242755
0.0,-0.97267944
0.0,-0.9773771
0.0,-0.9768622
0.0,-0.97749245
0.0,-0.96191996
0.0,-0.97439975
0.0,-0.97636646
0.0,-0.9771507
0.0,-0.966626
0.0,-0.9470917
0.0,-0.9751575
0.0,-0.9772949
0.0,-0.97742677
0.0,-0.757176
0.0,-0.9773303
0.0,-0.955603
0.0,-0.97270286
0.0,-0.9411529
0.0,-0.9771573
0.0,-0.9733021
0.0,-0.9763182
0.0,-0.9747526
0.0,-0.9418001
0.0,-0.97007537
0.0,-0.97120994
0.0,-0.93119854
0.0,-0.9648467
0.0,-0.97662336
0.0,-0.9724117
0.0,-0.9727989
0.0,-0.9637789
0.0,-0.8635557
0.0,-0.96977884
0.0,-0.9633209
0.0,-0.97335833
0.0,-0.9617406
0.0,-0.9772705
0.0,-0.97384626
0.0,-0.96542096
0.0,-0.9697994
0.0,-0.96943647
0.0,-0.9767033
0.0,-0.9737431
0.0,-0.97374636
0.0,-0.9622542
0.0,-0.9756788
0.0,-0.9211076
0.0,-0.9535986
0.0,-0.97398907
0.0,-0.9467779
0.0,-0.95855325
0.0,-0.956969
0.0,-0.9473277
0.0,-0.96455985
0.0,-0.9606417
0.0,-0.9762854
0.0,-0.97228944
0.0,-0.9752763
0.0,-0.9754263
0.0,-0.9626117
0.0,-0.9358273
0.0,-0.9763731
0.0,-0.9358103
0.0,-0.956413
0.0,-0.97213453
0.0,-0.9774959
0.0,-0.97414935
0.0,-0.9760916
